id,summary,host_is_superhost,host_since,host_response_time,neighbourhood,reviews_per_month,property_type,beds,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price_dollars
1964878,"This luxury apt community located at the crossroads of Boston’s historic Back Bay & South End neighborhoods features landscaped gardens, private courtyard w/elegant cast iron fountains, roof top terrace w/Boston skyline views & children's playground ",f,2013-10-14,within a few hours,Back Bay,0.4,Apartment,3,92,9,9,9,9,10,9,363
1329627,,f,2009-07-10,within a few hours,Back Bay,0.08,Apartment,1,60,8,7,10,10,10,8,259
5454513,"This is a beautiful property in Boston's Back Bay neighborhood in downtown. This unit has 2 Bedrooms, 2 Bathrooms, Washer and Dryer, Wifi and Sleeps up to 5.",f,2013-02-04,within an hour,Back Bay,0.81,Apartment,3,92,9,9,10,10,10,9,276
13592,,f,2009-07-10,within a few hours,Back Bay,0.21,Apartment,2,71,7,9,10,9,10,7,359
47725,,f,2009-07-10,within a few hours,Back Bay,NA,Apartment,1,NA,NA,NA,NA,NA,NA,NA,259
10811,Back Bay Studio Apt on Marlborough St- $135-185 nightly (higher rates can apply during major events and Peak Season). APT IS LOCATED ON THE SECOND FLOOR.  Boston Studio Apartment- Stay right in the BACK BAY in a 'Marlborough Street' APARTMENT!!!,f,2009-09-16,within a day,Back Bay,0.37,Condominium,1,87,9,10,9,8,10,9,165
7731797,This polished studio in the heart of Boston’s historic Back Bay overlooks the neighboring brownstones and the prime shopping and dining on lovely Newbury St.,f,2014-02-14,within a few hours,Back Bay,2.16,,1,85,9,9,9,9,10,9,199
47722,,f,2009-07-10,within a few hours,Back Bay,NA,Apartment,1,NA,NA,NA,NA,NA,NA,NA,479
14711359,"My place is close to Back Bay, MIT, Boston Public library, Commonwealth Avenue Mall,Copley Square,Prudential Center . You’ll love my place because of the coziness, the people, the location. Yeah, the location, no kidding! :D. My place is good for couples, solo adventurers, business travelers, and furry friends (pets).",f,2016-07-05,within an hour,Back Bay,2,Apartment,1,100,9,10,10,10,10,9,135
9992751,"This beautiful apartment is complete with a fully equipped kitchen, living area, & 2 spacious bedrooms. Enjoy landscaped gardens, a private courtyard with elegant  fountains, a roof top terrace with Boston skyline views & a children's playground.",f,2015-03-30,within a few hours,Back Bay,NA,Apartment,2,NA,NA,NA,NA,NA,NA,NA,319
14322091,"Our very cute and cozy apartment with exposed brick has a wonderful city feeling! Not only do you get an amazing view of Boston, but you are only steps away from Newbury Street (main shopping strip in Back Bay). Enjoy my apartment:)",f,2015-03-17,within a few hours,,1,Apartment,1,100,10,10,10,10,10,10,107
13433298,"My condo is centrally located in back bay and within short  walking distance to Beacon Hill, Newbury Street,  the Boston Common (public park), theater district and the Charles River.  its an old brownstone on historic Beacon Street.  It is a walk-up, so no elevator in the building.  The condo is good for couples, solo adventurers, business travelers, families (with kids), and furry friends (pets).",f,2016-06-08,within an hour,Back Bay,5.27,Condominium,2,98,10,10,10,10,10,10,150
7240149,"Located in the heart of Back Bay, just off Newbury Street shops and the Boston Commons. Recently renovated historic loft with hardwood floors, original wood molding, and fireplace. Big bay windows look out over Commonwealth Avenue.",f,2015-06-16,N/A,Back Bay,NA,Apartment,1,NA,NA,NA,NA,NA,NA,NA,300
12286410,"EARLY SEPT. DEAL! Only $225/night!  Regularly $285/night 1 BEDROOM, 1 BATH Fabulous, comfortable, classic Victorian brick brownstone apartment in and 1 of the most popular vacation rentals in prestigious Back Bay. Queen bed and high quality  Tempurpedic sleeper and air mattress.. Lovely common area patio.  WIFI. Children welcome",f,2015-05-03,within an hour,Back Bay,0.71,Apartment,2,93,10,9,10,9,10,10,285
2374089,"ONE WEEK MINIMUM- 520 Sq. Ft. Elegant Brownstone In the Most Prime Location Of Back Bay. 14 foot ceilings. Bay window on Beacon Street. Easy walk to the Esplanade, Newbury Street, Boston Commons, Beacon Hill's charming Charles Street. Note- we are taking this condo out of the rental pool as of Oct. 15, 2016. After that date it is no longer available.",f,2014-01-16,within a few hours,Back Bay,0.18,Apartment,1,100,10,10,10,10,10,10,195
1948096,"Large floor-through modern duplex apartment in a historic townhouse. 1,300 sq feet, 2 bedrooms, 1.5 bathrooms, deck by the kitchen. Overlooking quiet street and public garden. 2nd & 3rd floor of building. Very bright. Parking space. 5 night minimum",f,2013-11-17,N/A,South End,0.19,Apartment,2,87,10,10,10,9,10,9,385
9238963,"Artsy studio apartment in the heart of Back Bay. 5 minute walk to Copley T station, 2 minute walk to Newbury and Boylston streets, perfect location for amazing bars and shopping. Kitchen, bathroom, full size bed and living room area which",f,2014-10-20,N/A,Back Bay,0.21,Apartment,1,100,10,8,10,10,10,10,110
9631816,"Stylish studio in the heart of Back Bay. The studio features with big Victorian bay windows, high ceiling, a very comfy queen size bed, cute kitchen and bathroom. Step from subway, Newbury St, Prudential, Charles River, and Cambridge.",f,2014-01-07,N/A,Back Bay,NA,Apartment,1,NA,NA,NA,NA,NA,NA,NA,105
10860611,Very convenient and charming location. The room has great lighting. The living rooms are shared with us.,f,2013-07-31,within an hour,Back Bay,0.61,Apartment,1,100,10,10,10,10,10,10,120
12154934,"Come stay at the BEST St. in Boston in a charming brownstone building within the heart of Boston's historical Back Bay neighborhood. With wonderful restaurants, bars & coffee shops on the St. & being steps away from Prudential Center & Copley square.",f,2016-03-31,within an hour,Back Bay,5.89,Apartment,1,78,9,8,9,9,10,8,163
7125052,This is the best location in Boston hands down.  Steps away from Newbury Street/Esplanade exactly where the fireworks go off.  You cannot beat the peace and quiet while being steps away from the hustle and bustle.,f,2015-07-02,N/A,Back Bay,NA,Apartment,1,NA,NA,NA,NA,NA,NA,NA,275
4044840,"This luxury apt community located at the crossroads of Boston’s historic Back Bay & South End neighborhoods features landscaped gardens, private courtyard w/elegant cast iron fountains, roof top terrace w/Boston skyline views & children's playground ",f,2013-10-14,within a few hours,,0.21,Apartment,2,92,10,10,8,10,10,9,298
13711334,"EARLY SEPTEMBER SPECIAL RATE!  Only $185/night!  Regularly $225/night In prestigious Back Bay, spacious 1-bedroom apartment in a classic Victorian brick brownstone. Living room with a very comfortable queen sleep sofa, Looks out through two large windows onto a lovely manicured patio. Dining area and desk.  Full kitchen. Walk to attractions and subway. Note. tub has a small step.",f,2015-05-03,within an hour,Back Bay,0.54,Apartment,2,80,8,8,6,8,8,6,225
11122394,"Recently renovated penthouse unit located in the heart of historic Back Bay, steps from Newbury Street, the Boston Public Gardens, the Prudential Center, and the Charles River Esplanade.  Enjoy a huge private roofdeck with sweeping Boston views!",t,2015-12-05,within a few hours,Back Bay,3.31,Apartment,3,100,10,10,10,10,10,10,450
9991857,"This beautiful apartment is complete with a fully equipped kitchen, living area, & 2 spacious bedrooms. Enjoy landscaped gardens, a private courtyard with elegant  fountains, a roof top terrace with Boston skyline views & a children's playground.",f,2015-03-30,within a few hours,Back Bay,0.29,Apartment,2,100,10,10,10,10,10,10,319
1341072,"Super cool and comfortable one bedroom apartment with  high ceiling in living room, spiral stairs to the sleeping loft, has a true city feeling! It comfortably fits two and is centrally located, just 3 minutes walk to Newbury st.",f,2012-11-15,within an hour,Back Bay,1.56,Apartment,1,91,9,9,10,10,10,9,175
56937,,f,2009-07-10,within a few hours,Back Bay,0.17,Apartment,2,88,9,9,9,8,10,8,299
9144588,"Charming, sunny second floor studio apartment well located on Beacon St. in Boston's historic Back Bay. Walk to restaurants, cafes and shops. Easy access to subway. This well appointed apartment is in a beautiful and sensitively renovated brownstone.",t,2015-10-28,within an hour,Back Bay,4.33,Apartment,1,97,10,10,10,10,10,10,165
1498719,"Location, location, location! 2 blocks from everything in the heart of Back Bay. The garden-level studio is in a quiet brownstone building, and the unit has a lot of charm. Full kitchen with dishwasher, and bathroom has jacuzzi tub.",f,2013-08-07,within a few hours,Back Bay,0.31,Apartment,1,96,9,10,10,10,10,9,250
1717816,,f,2012-11-19,within a day,Back Bay,0.13,Apartment,1,90,10,10,7,9,10,10,99
11590000,This stylish studio in the heart of Boston’s historic Back Bay neighborhood overlooks the prime shopping and dining on lovely Newbury St.,f,2014-02-14,within a few hours,Back Bay,2.04,Apartment,1,84,8,9,9,9,9,9,209
6895050,"Great location, heart of BackBay. Upstairs private, quiet/ALL yours. Beautiful kitchen, living/dining area w/great cozy guest bedroom/full bath Sanctuary in the city,  gorgeous private deck, great city/park view. Gorgeous skylight over living room.",f,2015-06-18,within a few hours,Back Bay,1.56,Condominium,1,100,10,10,10,10,10,10,250
10138904,"Two of the bedrooms have a queen sized bed, the third has a double bed. The living room has a standard 3 cushion sofa and there is a queen aero-bed available for an additional $25 per night.",f,2015-12-18,within a day,Back Bay,1.27,Apartment,3,96,9,10,10,10,10,9,330
11121872,"Private room in a stunning, fully remodeled and furnished 2BR apartment.  Located in the heart of historic Back Bay, steps from the Boston Public Gardens, Newbury Street, and Beacon Hill.  Enjoy a huge private roofdeck with sweeping Boston views!",t,2015-12-05,within a few hours,Back Bay,2.35,Apartment,1,100,10,10,10,10,10,10,150
6121709,Best Location in the city! Right across from Hynes Convention Center & The Prudential Center! Also next to the famous Newbury St and Trader Joes outside our front door! 3 T (subway) stops in walking distance.,f,2014-07-28,within an hour,,1.8,Apartment,1,93,10,9,10,10,10,10,139
4065578,"Enjoy your stay in the heart of Back Bay- you're steps away from Copely Square! This  apartment is the perfect size for two people - with queen bed, bathroom, modern kitchen, and comfortable living space. Convenient to Green and Orange T Line.",f,2014-06-14,within an hour,Back Bay,2.81,Apartment,1,95,10,9,10,9,10,9,200
9974833,"This beautiful bright and modern furnished 1BR is close to everything BackBay has to offer. 4th floor overlooking Commonwealth Ave. Amazing views of The Skyline and Prudential. 2min to Newbury St; 5 min to the Charles River, 8min walk to Copley T.  Feel at home in the heart of Boston!!!",f,2014-05-07,within a day,,0.21,Apartment,1,80,NA,NA,NA,NA,NA,NA,249
14397533,"Welcome to the heart of Back Bay! Our apartment is the best way for you to experience everything that Boston has to offer because of its convenience and easy accessibility to every corner of the city. Most of Boston's sites and attractions are within walking distance of the apartment and those that aren't can be reached by public transportation. Popular sites within walking distance of the apartment are: Charles River Esplanade, Newbury Street, Fenway Park, Boston Commons & Public Gardens.",f,2014-10-26,within a few hours,Back Bay,NA,Apartment,2,NA,NA,NA,NA,NA,NA,NA,300
9809914,"Great location!  Queen bed in the bedroom, pull out bed in the couch and an extra blow up queen mattress. All towels and linens included. Fully stocked small kitchen, with designated eating area.  Recently remodeled shower!!!",f,2014-09-10,within an hour,,2.29,Apartment,3,93,9,9,9,10,10,9,105
4490826,"This luxury apt community located at the crossroads of Boston’s historic Back Bay & South End neighborhoods features landscaped gardens, private courtyard w/elegant cast iron fountains, roof top terrace w/Boston skyline views & children's playground.",f,2013-10-14,within a few hours,,0.17,Apartment,3,80,9,9,10,9,10,8,363
1551205,"Stunning, sophisticated 1600 sq. home with Chic Arclinea kitchen with Poggenpohl island opens to inviting dining/ living area with tall ceilings, over-sized windows and great city views. Luxurious master suite with walk-in closet and Carrara bath.  Enjoy great comfort in this perfectly situated concierge building",f,2013-08-19,within an hour,Back Bay,1.1,Apartment,2,97,10,9,10,10,10,9,464
3601254,"Studio in Back bay  , centrally located to all Boston attractions , charles river a 2 minute walk away. Newbury & Boylston St for shopping and dining Queen bed , sofa, cable, wifi ,and private bath.",f,2014-06-24,within a day,Back Bay,1.73,Apartment,1,75,8,7,9,8,10,8,97
9346513,"Immaculate condo on Beacon Street in a quiet professional building.  Modern kitchen has stainless steel appliances, soapstone counters, dishwasher.  Beautifully furnished with decorative fireplace. The unit features high ceilings.  Walk EVERYWHERE!",f,2015-02-25,within a day,Back Bay,1.48,Condominium,1,97,10,10,10,10,10,10,250
4870883,"This cozy basement studio apartment in the heart of Back Bay offers convenience at an unbeatable price. All of the essentials are here - queen bed, sofa, cable and internet, kitchen and bathroom.  3 minute walk to Copley Square and the Esplanade.",f,2014-12-21,N/A,Back Bay,0.44,Apartment,1,90,9,9,9,9,10,9,150
8351880,"This is one of the private bedrooms in a 2 bed room apartment. Stay in the guest room in our fully furnished apt on one of the most famous streets in Boston. Our apartment is near everything in the Back bay. You could walk to T station  and Newbury street for shopping and dining,  8 mins walking distance to Copley Square/ Hynes convention center station.",f,2014-12-28,within an hour,Back Bay,6.07,Apartment,1,93,9,9,10,10,10,9,151
12441,,f,2009-07-10,within a few hours,Back Bay,0.38,Apartment,3,86,8,9,9,9,10,8,399
7860369,"Our lovely apartment lies on one of the most convenient streets in Back Bay. Just steps away from the Prudential Center and Newbury Street. Also just a few blocks away from the Esplanade, Charles River, and the Boston Garden and Commons. Enjoy being in the middle of Boston with easy, convenient access to the airport, all public transportation (Green Line), fabulous shopping, universities, and restaurants.",f,2014-09-30,N/A,Back Bay,0.21,Apartment,1,80,8,10,10,8,10,NA,210
11905849,Within walking distance to the Prudential Center and the Green Line.,f,2014-07-16,within a few hours,Back Bay,0.58,Apartment,1,100,10,10,10,10,10,10,207
5581575,"Renovated July '16: Fully equipped Back Bay / South End ground-level apartment, perfect for exploring Boston!  Enjoy the city, then unwind on the private fenced patio.  Bring the family - 1 king bed + 2 full size beds sleeps 6 (pack&play avail). Steps from Orange & the Green Line T stops, the best shopping & dining, Copley Square, Duck Boats, and Hynes Center.  Fenway Park, Northeastern, and Boston University nearby.  Quiet street dead-ends to parkway.  Great starting point for a scenic run.",f,2015-03-04,within an hour,Back Bay,5.9,Apartment,3,98,10,10,10,10,10,10,315
11201204,This beautiful studio apartment is just minutes away from the Charles River Esplanade and right in the heart of Boston's vibrant Back Bay neighborhood. It's the perfect home base for your Boston adventure!,f,2015-07-20,within a few hours,Back Bay,1.7,Apartment,1,96,10,10,10,10,10,10,105
12626504,Garden level 1 bedroom with charming details of Boston's Back Bay.,f,2013-06-03,within a day,Back Bay,1.05,Apartment,1,100,9,9,10,10,10,9,190
1372816,,f,2009-07-10,within a few hours,Back Bay,0.17,Apartment,1,87,9,10,9,9,10,9,209
13218392,"Within walking distance to Prudential Center, Fenway Park, Copley Square, Northeastern University, Boston University,  Boston Public Library, Duck Tours, Orange Line/Green line. We welcome all hosts with comfortable bedding (additional air mattress available), kitchen supplies, and free wifi.  Located in BackBay, elite and safe community, within one block from five-star hotels that run easily upwards of $500-700/night.",f,2012-07-24,within an hour,Back Bay,1.25,Apartment,1,87,9,8,10,10,10,9,145
12268144,"Women only please. Lovely, 1st floor apartment right on the corner of Newbury Street in Back Bay. A 2-minute walk to the train (Hynes Convention Center T stop), a 10 minute walk to the Boston Public Gardens. Limitless shopping, restaurants, etc.",f,2015-03-08,within a few hours,Back Bay,0.94,Apartment,1,100,10,10,10,10,10,10,200
12205324,"Luxury 1BR apartment in the heart of Boston's Back Bay.  Steps to Copley Square.  A 10 minute walk to Boston Public Gardens, surrounded by countless entertainment and dining options. Updated kitchen, wi-fi, big screen television.",f,2016-04-03,N/A,Back Bay,NA,Apartment,1,NA,NA,NA,NA,NA,NA,NA,450
14603013,"My place is close to Boston Public Gardens, Newbury Street, Esplanade, Charles River. Some of the best restaurants and stores are located a few blocks from our unit.  You’ll love my place because of the neighborhood and the beautiful historic unit. Great for couples, solo adventurers, and business travelers. Located on first floor (which means a short flight of stairs up to entryway of building from street level).  Located in a highly sought after area of Boston. Quiet professionals live here.",f,2014-06-12,within a few hours,Back Bay,1,Condominium,1,100,10,10,10,10,10,10,170
13872339,"***We prefer you send us a message before booking. You can write me a message without booking by clicking on my airbnb profile *** Our place is in the heart of Boston. Walk everywhere. Walk to Delux Cafe, Fenway Park, Barcelona Wine Bar South End, Picco, Tasty Burger, Boston Ballet, Prudential Mall, Copley Square Hotel, Boston Medical Center, Back Bay Station, Berkelee College of Music, Boston Symphony. My place is good for couples, solo adventurers, business travelers, and families (with kids).",f,2016-06-08,within a few hours,Back Bay,2.03,Apartment,2,100,9,10,10,10,10,10,329
12020829,"Walking distance to many great restaurants, shops and the Green line.",f,2014-07-16,within a few hours,Back Bay,0.63,Apartment,2,87,8,9,7,9,10,9,297
1776190,"These apartments are located at the crossroads of Boston’s historic Back Bay and South End neighborhoods and only a short walk away are Back Bay''s fashionable shops and the South End''s galleries and hip restaurants.  Amazing Back Bay location, 1.5 blocks from the Prudential Center.",f,2009-07-10,within a few hours,Back Bay,0.03,Apartment,1,83,8,8,8,8,10,8,349
14822424,"My place is close to Boston Common, Newbury Street, Boylston Street, Prudential Center, Copley Square. You’ll love my place because of the location, the people, most coveted neighborhood in Back bay, low address number means more expensive area. Steps to shopping, world class restaurants on desirable Newbury Street (Rodeo drive of Boston), you can walk the streets at 3am safely. .  My place is good for couples, solo adventurers, business travelers, and furry friends (pets).",t,2014-07-24,within an hour,Back Bay,NA,Condominium,1,NA,NA,NA,NA,NA,NA,NA,200
29155,"This 150 year old brownstone is located in one of Boston's most prestigious and historical neighborhoods. Just steps away enjoy sailboats and summer concerts along the Charles River, or relax in the Boston Public Gardens.  ",f,2009-07-10,within a few hours,Back Bay,0.6,Apartment,3,89,8,9,10,10,10,9,451
13674964,"Private bedroom and bathroom in beautiful Newbury penthouse. You'll have your own room with king size bed and private bath as well as full use of our kitchen, laundry (in unit) and gorgeous roof deck. Close to Fenway, Copley Square, Hynes Conv Center and Prudential Center. Walk to all sights! Please note this is a 5th floor walk up in an old Boston brownstone.  There is no elevator.",f,2014-02-09,within a few hours,Back Bay,5,Apartment,1,96,10,10,10,10,10,10,179
9677207,"Our home is located in the beautiful, historic neighborhood of Back Bay. We live within walking distance of downtown Boston, Newbury Street, Copley Square, the Public Gardens, and much more.",f,2010-07-03,N/A,Back Bay,0.48,Apartment,1,95,10,9,9,10,10,10,150
8497555,"Studio apartment with queen sofa and air beds. Fully equipped kitchen, bathroom, patio, wifi, laundry, printer, and more! Excellent location! Minutes from the T subway (Green and Orange Line), Prudential Center, Newbury, Fenway, Hynes, etc.",f,2013-11-19,within a day,,0.63,Apartment,2,90,10,9,10,10,10,8,139
10070404,"The Back Bay Brownstone is newly renovated and located in one of Boston's most prestigious and historical neighborhoods. Just steps away guests can enjoy sailboats and summer concerts along the Charles River, or relax in the Boston Public Garden.",f,2015-12-18,within a day,Back Bay,1.79,Apartment,2,93,9,10,10,9,10,9,174
12953937,"Two blocks from Copley square, back bay train station and south end's restaurant row, this comfortable 1 bedroom has tons of historic charm. Located between a one way and dead end street, you won't believe you are in the heart of the city in this extremely quiet floor thru!",f,2015-09-21,within an hour,,3.61,Apartment,1,100,10,10,10,10,10,10,196
2108738,"Beautiful studio apartment in Back Bay on Commonwealth Ave. Great access to great restaurants, bars, shopping, etc. Just steps from the T in a beautiful brownstone. The bed size is: Full",f,2013-12-21,within a few hours,Back Bay,1.04,Apartment,1,86,9,8,10,10,10,9,150
1811776,Live in a stunning designer furnished 1 Bedroom apartment with King bed and home theater projecting system in a luxurious 1873 classic Back Bay building on the most select address in Boston.,f,2011-07-16,within an hour,Back Bay,4.96,Apartment,2,92,10,9,10,10,10,9,189
1090413,"Next door to hotels: Sheraton, Hilton, Westin, Marriott & Copley. Near to Prudential Ctr & Copley Place and  transit, shopping, attractions, lge furnished, private rm in historic Back Bay townhouse with private bathroom & lge. country kitchen.",t,2012-03-21,within a few hours,Back Bay,1.62,House,1,91,9,9,10,10,10,9,120
8206659,Back Bay apartment available! This unit is a 2BR but the master bedroom will be unavailable. Over 800 sq ft of space and 1.5 bathrooms. Beautiful Kitchen with cozy couch and 60 inch TV. Located on Beacon street just steps away from Newbury/Boylston!,f,2014-01-19,N/A,Back Bay,0.17,Apartment,2,NA,NA,NA,NA,NA,NA,NA,250
10084216,My place is in the Back Bay neighborhood of Boston.  It's close to many tourist attactions and the restaurants and shops on Newbury St.  You'll love my place because of the location and a private deck.  It's only a 2 minute walk to the Copley Green Line train station and a 5 minute walk to the Back Bay Orange line train. My place is good for couples and business travelers.,f,2015-12-19,within an hour,,1.67,Apartment,2,100,10,10,10,10,10,9,200
10266928,"The Back Bay Beacon is located within one of Boston’s most prestigious and historical neighborhoods in a brownstone. Just steps away guests can enjoy sailboats and summer concerts along the Charles River, or relax in the Boston Public Garden.",f,2015-11-08,within a few hours,Back Bay,1.06,Apartment,1,80,9,9,10,10,10,8,229
14722711,"My place is close to Newbury Street (10 min walk), Prudential Mall (7 min walk), Symphony Hall (2 min walk), Northeastern University (5 min walk), Fenway Park (15 min walk). You’ll love my place because of all the natural light (lots of windows!), the century-old brownstone charm, the tree-lined street (one of the most picturesque in Boston), the proximity to great bars and dining in Boston's trendy (and gay-friendly) South End and Back Bay..",f,2012-11-27,within a few hours,Back Bay,NA,Apartment,1,NA,NA,NA,NA,NA,NA,NA,175
11462476,"A great location! Recently renovated 1 bedroom apartment in a walk-up building in Back Bay near the Charles River, Mass Avenue, Hynes Convention Center, The Prudential Center Shopping, Newbury Street and Commonwealth Avenue.  Best location in Boston!",f,2011-11-04,within an hour,Back Bay,5.08,Apartment,1,92,10,10,9,10,10,9,200
10266397,The Boston Newbury is a historic brownstone offering private furnished apartments for short and long term stays. Our one bedroom suite is located on a residential street right off of Newbury Street.,f,2015-11-08,within a few hours,Back Bay,0.59,Apartment,1,65,7,8,8,7,9,7,249
9414403,I am located right in the middle of the city infront of Prudential Center.,f,2014-06-07,within an hour,Back Bay,2.29,Apartment,1,96,10,9,10,10,10,10,97
14821064,"Located directly in the middle of Newbury Street, my apartment is in the center of all the action in Boston and the Back Bay.",f,2014-09-29,N/A,Back Bay,NA,Apartment,1,NA,NA,NA,NA,NA,NA,NA,250
14147343,"Hi! I'm JJ, and I am a recent MIT graduate working in tech in Boston. My roommate decided to go on a 2-wk Japan trip (so jealous!), and we want to share our beautiful brownstone apartment in Backbay with some lovely guests. I love taking a stroll down Newbury street or Boston Commons. Or, touring around MIT and Harvard. Also, take advantage of our private roof deck for the beautiful summer nights! My place is good for couples, solo adventurers, and business travelers.",f,2015-05-29,within a few hours,Back Bay,NA,Apartment,1,NA,NA,NA,NA,NA,NA,NA,102
8822499,"We are hosting our entire apartment for Thanksgiving week! Location is perfect - quiet elegant street only two blocks away from the trendiest street in Boston, Newbury Street and the Prudential Center! The apartment has a renovated bathroom and kitchen and super comfy bed! Beautiful and elegant.",f,2015-10-07,within a few hours,,0.77,Apartment,1,100,10,10,10,10,10,10,200
10228457,"This is a comfortable studio in Back Bay, located steps from the Public Garden and Boston Common, Hatch Shell and Esplanade, T, and Copley Square. It's the perfect starting point for your adventure in the city. The space features a sleeping loft, 12' ceilings, classic architectural details, masculine decor with mix of mid-century, traditional, and industrial elements. Access to the sleeping loft is by a pretty steep ladder (see pics), so this apartment isn't for the mobility-challenged.",f,2014-05-10,within an hour,Back Bay,1.36,Apartment,1,100,10,10,9,10,10,10,200
14917151,"Bright and sunny studio apartment on the Historic Marlborough Street in Boston, MA. Quiet tree lined street with view of a park- located 1 block from Newbury Street Luxury Shopping, Shops and Restaurants. It's a five minute walk to the Boston Gardens and close to public transit at Copley Square!",f,2015-07-30,within a day,,NA,Apartment,1,NA,NA,NA,NA,NA,NA,NA,170
9725178,"Renovated Historic 1 Bedroom Apartment Near Copley Square, Wifi, 15 min cab to Airport, Walk Everywhere, Near Newbury Street shopping and restauarants, The Charles River, the Boston Common and Public Garden, the Boston Public Library, Trinity Church",t,2012-07-23,within a day,Back Bay,1.71,Apartment,1,99,10,10,9,10,10,10,205
6009031,"Charming, conveninet, well located apartment for rent during marathon weekend.  Two blocks from registration, three blocks from finish line. Two blocks from route, with open air deck and space for four. Basic amenities, but prime location!",f,2015-02-21,N/A,Back Bay,0.12,Apartment,2,60,6,6,6,6,8,6,220
7971930,"This studio apartment is well-appointed and has all of the amenities you might need.  There is a 48"" TV with cable/HBO/Showtime.  High speed wifi (works well), kitchen with a full refrigerator, stove, microwave, and a dishwasher.  Laundry is not part of the unit but 2 feet across the hall.  Comfortable queen bed with a feather top and down blanket.  Comfy full length couch for a third visitor.  Be in the center of everything to do in Boston.",f,2012-03-03,N/A,Back Bay,NA,Apartment,1,NA,NA,NA,NA,NA,NA,NA,225
5989418,"2BR / 2BA + patio + parking+Metro 4 blocks to Boston Commons. Across river from MIT, on Beacon Street in Boston Back Bay; centrally located to everything! On a quiet street , near Neubury st. for eating and shopping! Great place for graduations",f,2013-04-07,N/A,Back Bay,NA,Apartment,3,NA,NA,NA,NA,NA,NA,NA,975
6677469,"Centrally located, quiet neighborhood, steps from Copley, Prudential, Back Bay train station. In the heart of the best restaurants and shopping in the city. Walk to the Esplanade, freedom trail, Boston Common, Fenway Park.",f,2015-06-03,within a few hours,South End,1.6,Apartment,2,100,10,10,10,10,10,10,295
3302294,"Walk everywhere!  Near shopping on Newbury Street and the Prudential Center, public transportation at Copley, conferences at hotels in Copley Place, the Boston Public Library and Trinity Church, the Charles River and bridge to MIT, the public garden",f,2011-11-04,within an hour,Back Bay,4.91,Apartment,1,83,8,9,9,9,10,9,245
12362389,"This two bed, two bath, two level apartment is only steps to the Public Gardens and Boston Common as well as Newbury St. and Copley Sq. The home is in pristine condition with charming original details and updated kitchen and bath.",f,2012-03-28,within an hour,Back Bay,NA,Apartment,2,NA,NA,NA,NA,NA,NA,NA,600
6759004,"The studio offers complete access to the upscale retail shopping stores such as Chanel, Brooks Brothers, Armani, Burberry, and other top names in fashion.",f,2014-10-09,within a few hours,Back Bay,0.23,Apartment,1,87,10,10,10,10,10,9,150
13017460,"Perfect for extended stay in Boston. Enjoy amenities including a playground, vintage community, rooftop terrace with skyline views. Conveniently located a short walk to the Back Bay shop the South End's galleries and bistros and Copley Square.",f,2014-10-14,within an hour,Back Bay,1,Apartment,1,100,10,10,10,10,10,10,232
4516065,"This luxury apt community located at the crossroads of Boston’s historic Back Bay & South End neighborhoods features landscaped gardens, private courtyard w/elegant cast iron fountains, roof top terrace w/Boston skyline views & children's playground.",f,2013-10-14,within a few hours,Back Bay,0.26,Apartment,2,80,9,10,8,9,10,9,298
12264926,This studio is extremely well located for the Boston Marathon. It's on the same cross street as the finish line. There is a great view from the three large windows facing the city. It is on the top floor (4th) with no elevator.,f,2015-05-24,N/A,Back Bay,NA,Apartment,2,NA,NA,NA,NA,NA,NA,NA,329
12797493,2 blocks from Newberry st. 3 Miles from Harvard. 2 Miles from MIT and Chinatown. 1 mile from Back Bay station. Walk everywhere. You will sleep in a full size bed next to my queen. One guest only. Prefer women.,f,2015-05-17,within an hour,Back Bay,2.09,Other,1,100,10,10,9,9,10,9,40
5992501,"Renovated condo unit in a charming brownstone building within the heart of Boston's historical Back Bay neighborhood next to Newbury street, Prudential Center and Copley Place.",t,2011-12-26,within an hour,Back Bay,1.19,Condominium,1,98,10,10,10,10,10,10,235
5791960,"Located on Newbury Street in the Back Bay, this 3rdd floor one bedroom suite features a full sized, open kitchen and living room. Perfect for groups of up to 4 people looking for an accommodation in one of the most sought after locations in Boston.",f,2011-07-13,within a few hours,Back Bay,1.62,Apartment,2,93,10,9,10,10,10,9,194
10264774,"Located near Copley Square in Boston, the Copley Garrison is located just off of Huntington Ave in a charming brownstone building. This furnished apartment comes complete with a fully equipped kitchen, a full bathroom, and two separate bedrooms.",f,2015-11-08,within a few hours,Back Bay,1.84,Apartment,2,86,9,9,10,9,10,9,299
5021859,Room for stay available in a one bed apartment for females only . It is located just a block from the subway station and a block away from the Newbury St popular for shopping. Apartment is furnished with all the amenities and conducive for young professionals looking for long term stay.,f,2015-01-10,within an hour,Back Bay,NA,Apartment,1,NA,NA,NA,NA,NA,NA,NA,50
14442491,"My place is close to Top of the Hub, The Shops at the Prudential Center, Boston Public Library, and the Boston Marathon finish line. You’ll love my place because of the light, the ambiance, and the neighborhood. My place is good for couples, solo adventurers, and business travelers.",f,2014-12-31,within an hour,Back Bay,NA,Apartment,1,NA,NA,NA,NA,NA,NA,NA,300
